participant_id,run_timestamp,block,block_idx,n_trials_total,burnin_trials_excluded,n_trials_post_burnin,summary_last_n_setting,n_trials_summarised,delta_init,delta_sd_setting,delta_step_down,delta_step_up,delta_min,delta_max,delta_block_mean,delta_block_sd,delta_mean_final
3,20260325_121052,CALIBRATION,1,300,50,250,150,150,0.2,0.01,0.01,0.04000000000000001,0.0002777777777777778,0.25,0.03626602127557052,0.01404684716676857,0.038469387755102016
